annotation id,categories ordered
62b34dd7-788a-41d6-bdcf-7e6397c4eaa2,pathophysiology:30/1; etiology:75/2; physical:129/4;
a03d321f-5346-4d85-9bc5-6e5f5d1d6f87,history:0/1; exams:82/1; epidemiology:131/3; history:225/2; physical:242/1; therapeutic:300/6; physical:506/1; pathophysiology:609/1; history:662/1; etiology:700/1; therapeutic:738/1;
3967a6b0-59cd-4a76-9422-bfada68b4429,pathophysiology:43/1; history:106/3; etiology:177/1; epidemiology:177/2; exams:256/2; pathophysiology:301/1; therapeutic:451/7; physical:690/1; etiology:778/1;
55ca5ab7-db4b-49d9-abca-ec242743dcb4,pathophysiology:35/1; etiology:189/2; physical:346/3; exams:406/2; therapeutic:567/6;
4737aebd-c515-4676-b78b-c3c487593fdd,pathophysiology:11/1; physical:68/3; etiology:128/2; exams:213/3; physical:284/1;
dbfbb5ec-233e-43c5-a2c0-60fa3b62a7ee,exams:44/2; history:74/2; physical:177/1; therapeutic:251/1;
10538911-3265-4356-8735-3d53d9fad786,pathophysiology:49/1; etiology:104/1; pathophysiology:199/4; therapeutic:430/5;
f7d1a185-41a6-45ac-9d5a-4211b6e69de4,pathophysiology:32/1; etiology:115/2; history:217/1; exams:271/3; physical:549/1; therapeutic:619/2; pathophysiology:679/1; therapeutic:737/1; physical:751/2;
c06d3d96-61bc-401d-a0aa-5a0429437069,pathophysiology:79/3; etiology:224/2; differential:265/2; physical:470/1; exams:523/1; epidemiology:604/1; pathophysiology:640/2;
7c0c95c2-e488-40fd-9b37-9a609992f6ba,pathophysiology:0/3; etiology:177/3; pathophysiology:227/2; history:316/2; physical:396/4; exams:501/2; therapeutic:555/3;
56560e9d-d56e-46c5-8afa-319eec3d65dc,pathophysiology:54/2; etiology:181/3; pathophysiology:323/4;
14323bce-7c54-4d99-ab16-79195d3e593a,exams:0/1; history:28/3; physical:55/1; history:67/1; pathophysiology:83/1; therapeutic:118/4; pathophysiology:184/1; therapeutic:200/3;
